Date,Price,Open,High,Low,Vol.,Change %,Ticker Symbol,Bank Name
02/24/2023,"93,500","93,000","94,000","90,000",631.40K,0.21%,VCB,Vietcombank
02/23/2023,"93,300","93,000","94,000","91,200",1.03M,0.32%,VCB,Vietcombank
02/22/2023,"93,000","94,200","94,300","92,500",1.03M,-1.27%,VCB,Vietcombank
02/21/2023,"94,200","94,200","94,900","94,000",675.50K,0.43%,VCB,Vietcombank
02/20/2023,"93,800","93,000","94,500","93,000",1.10M,0.86%,VCB,Vietcombank
02/17/2023,"93,000","93,000","93,300","92,000",918.90K,0.65%,VCB,Vietcombank
02/16/2023,"92,400","93,000","94,000","92,200",776.60K,-0.65%,VCB,Vietcombank
02/15/2023,"93,000","92,500","94,200","91,200",899.30K,0.54%,VCB,Vietcombank
02/14/2023,"92,500","93,500","93,500","91,200",1.14M,-1.07%,VCB,Vietcombank
02/13/2023,"93,500","94,800","95,400","92,000",872.70K,-1.06%,VCB,Vietcombank
02/10/2023,"94,500","94,500","94,500","92,800",647.70K,1.61%,VCB,Vietcombank
02/09/2023,"93,000","93,800","95,000","93,000",759.40K,-1.27%,VCB,Vietcombank
02/08/2023,"94,200","92,100","96,200","92,100",884.80K,2.39%,VCB,Vietcombank
02/07/2023,"92,000","95,300","95,500","92,000",1.20M,-4.17%,VCB,Vietcombank
02/06/2023,"96,000","92,600","96,300","91,500",1.15M,3.23%,VCB,Vietcombank
02/03/2023,"93,000","90,300","93,000","89,100",893.40K,2.65%,VCB,Vietcombank
02/02/2023,"90,600","88,600","92,000","88,600",984.60K,1.68%,VCB,Vietcombank
02/01/2023,"89,100","92,000","92,500","89,100",1.14M,-3.05%,VCB,Vietcombank
01/31/2023,"91,900","89,900","91,900","87,800",1.45M,2.22%,VCB,Vietcombank
01/30/2023,"89,900","92,100","92,500","89,800",1.05M,-3.33%,VCB,Vietcombank
01/27/2023,"93,000","93,000","94,600","91,500",1.55M,0.00%,VCB,Vietcombank
01/19/2023,"93,000","89,500","96,000","87,500",1.72M,3.33%,VCB,Vietcombank
01/18/2023,"90,000","90,000","91,000","89,400",834.00K,0.67%,VCB,Vietcombank
01/17/2023,"89,400","88,500","89,400","87,300",644.60K,2.41%,VCB,Vietcombank
01/16/2023,"87,300","86,000","88,500","86,000",735.20K,1.75%,VCB,Vietcombank
01/13/2023,"85,800","85,200","86,500","85,200",822.00K,1.18%,VCB,Vietcombank
01/12/2023,"84,800","85,200","85,200","83,800",1.88M,-0.35%,VCB,Vietcombank
01/11/2023,"85,100","87,300","87,300","85,100",983.00K,-2.52%,VCB,Vietcombank
01/10/2023,"87,300","86,200","89,900","86,200",2.11M,0.46%,VCB,Vietcombank
01/09/2023,"86,900","85,800","86,900","84,800",1.67M,3.45%,VCB,Vietcombank
01/06/2023,"84,000","84,000","84,800","83,900",1.13M,0.00%,VCB,Vietcombank
01/05/2023,"84,000","82,800","84,000","82,500",1.08M,1.45%,VCB,Vietcombank
01/04/2023,"82,800","82,900","82,900","81,800",837.90K,0.24%,VCB,Vietcombank
01/03/2023,"82,600","80,200","82,600","80,200",1.09M,3.25%,VCB,Vietcombank
12/30/2022,"80,000","82,900","83,100","80,000",1.51M,-0.87%,VCB,Vietcombank
12/29/2022,"80,700","82,300","82,500","80,500",1.24M,0.88%,VCB,Vietcombank
12/28/2022,"80,000","80,400","82,000","79,500",1.17M,1.14%,VCB,Vietcombank
12/27/2022,"79,100","80,200","80,500","78,900",1.06M,0.25%,VCB,Vietcombank
12/26/2022,"78,900","79,200","80,800","78,900",1.20M,-0.25%,VCB,Vietcombank
12/23/2022,"79,100","80,200","81,200","79,100",1.08M,-0.25%,VCB,Vietcombank
12/22/2022,"79,300","79,500","81,100","79,300",1.07M,0.76%,VCB,Vietcombank
12/21/2022,"78,700","81,400","81,400","78,700",962.00K,-0.38%,VCB,Vietcombank
12/20/2022,"79,000","79,700","82,000","79,000",1.42M,-0.25%,VCB,Vietcombank
12/19/2022,"79,200","80,000","81,000","79,000",757.50K,-0.63%,VCB,Vietcombank
12/16/2022,"79,700","79,500","82,900","78,900",3.16M,0.25%,VCB,Vietcombank
12/15/2022,"79,500","78,800","80,700","78,600",1.25M,0.89%,VCB,Vietcombank
12/14/2022,"78,800","79,700","79,700","78,500",1.08M,0.77%,VCB,Vietcombank
12/13/2022,"78,200","78,100","79,300","77,900",2.23M,1.03%,VCB,Vietcombank
12/12/2022,"77,400","78,800","80,500","77,400",2.11M,0.13%,VCB,Vietcombank
12/09/2022,"77,300","78,400","79,200","77,100",1.68M,0.39%,VCB,Vietcombank
12/08/2022,"77,000","79,000","81,000","77,000",2.11M,-1.91%,VCB,Vietcombank
12/07/2022,"78,500","80,000","82,000","78,000",1.46M,-1.88%,VCB,Vietcombank
12/06/2022,"80,000","85,000","85,200","80,000",1.31M,-5.88%,VCB,Vietcombank
12/05/2022,"85,000","84,100","87,000","82,500",1.66M,0.00%,VCB,Vietcombank
12/02/2022,"85,000","79,900","85,000","79,300",1.24M,6.25%,VCB,Vietcombank
12/01/2022,"80,000","80,900","81,400","79,200",1.18M,-1.23%,VCB,Vietcombank
11/30/2022,"81,000","80,300","81,000","77,000",1.32M,1.50%,VCB,Vietcombank
11/29/2022,"79,800","76,000","79,800","76,000",1.71M,4.04%,VCB,Vietcombank
11/28/2022,"76,700","74,500","77,000","73,800",1.34M,4.92%,VCB,Vietcombank
11/25/2022,"73,100","73,100","73,600","72,800",1.68M,0.14%,VCB,Vietcombank
11/24/2022,"73,000","73,500","74,000","72,500",1.08M,-0.68%,VCB,Vietcombank
11/23/2022,"73,500","73,000","73,500","72,400",794.20K,0.00%,VCB,Vietcombank
11/22/2022,"73,500","74,500","76,000","72,500",1.94M,-2.00%,VCB,Vietcombank
11/21/2022,"75,000","76,500","76,500","75,000",1.11M,-1.96%,VCB,Vietcombank
11/18/2022,"76,500","75,900","76,900","73,600",1.56M,0.00%,VCB,Vietcombank
11/17/2022,"76,500","76,100","76,600","75,500",1.65M,1.86%,VCB,Vietcombank
11/16/2022,"75,100","70,300","78,000","70,300",2.35M,0.13%,VCB,Vietcombank
11/15/2022,"75,000","74,400","76,400","72,100",1.58M,-0.13%,VCB,Vietcombank
11/14/2022,"75,100","75,500","76,500","74,100",1.54M,-0.53%,VCB,Vietcombank
11/11/2022,"75,500","73,000","75,500","73,000",1.31M,3.71%,VCB,Vietcombank
11/10/2022,"72,800","73,900","73,900","71,600",958.50K,-1.62%,VCB,Vietcombank
11/09/2022,"74,000","73,500","74,200","72,600",1.21M,1.93%,VCB,Vietcombank
11/08/2022,"72,600","72,000","75,000","71,600",1.66M,1.11%,VCB,Vietcombank
11/07/2022,"71,800","71,800","73,000","71,100",1.23M,0.00%,VCB,Vietcombank
11/04/2022,"71,800","71,500","72,500","68,900",1.54M,-1.64%,VCB,Vietcombank
11/03/2022,"73,000","72,000","73,400","72,000",726.60K,-0.82%,VCB,Vietcombank
11/02/2022,"73,600","74,000","74,500","72,000",1.26M,-1.87%,VCB,Vietcombank
11/01/2022,"75,000","74,000","75,000","73,300",826.10K,2.04%,VCB,Vietcombank
10/31/2022,"73,500","73,500","73,500","72,500",659.40K,2.65%,VCB,Vietcombank
10/28/2022,"71,600","72,500","74,500","71,600",1.56M,-0.14%,VCB,Vietcombank
10/27/2022,"71,700","70,500","72,900","69,300",1.30M,2.43%,VCB,Vietcombank
10/26/2022,"70,000","70,600","70,600","68,500",591.40K,0.14%,VCB,Vietcombank
10/25/2022,"69,900","66,000","70,600","66,000",1.54M,2.79%,VCB,Vietcombank
10/24/2022,"68,000","69,500","69,500","65,800",670.10K,0.00%,VCB,Vietcombank
10/21/2022,"68,000","69,200","70,700","68,000",1.28M,-1.73%,VCB,Vietcombank
10/20/2022,"69,200","67,900","70,000","67,100",1.52M,1.91%,VCB,Vietcombank
10/19/2022,"67,900","67,900","68,000","67,300",627.40K,0.30%,VCB,Vietcombank
10/18/2022,"67,700","68,000","68,000","67,300",885.00K,2.11%,VCB,Vietcombank
10/17/2022,"66,300","67,300","68,000","65,500",1.24M,-2.64%,VCB,Vietcombank
10/14/2022,"68,100","68,500","68,500","67,300",1.60M,2.41%,VCB,Vietcombank
10/13/2022,"66,500","64,100","66,500","62,700",1.60M,3.91%,VCB,Vietcombank
10/12/2022,"64,000","63,000","65,300","62,200",1.52M,3.23%,VCB,Vietcombank
10/11/2022,"62,000","65,300","66,000","62,000",1.16M,-4.76%,VCB,Vietcombank
10/10/2022,"65,100","66,500","67,700","64,100",1.32M,-2.40%,VCB,Vietcombank
10/07/2022,"66,700","69,600","69,600","65,300",2.11M,-4.85%,VCB,Vietcombank
10/06/2022,"70,100","72,000","72,000","69,900",751.50K,-1.96%,VCB,Vietcombank
10/05/2022,"71,500","71,400","72,000","71,100",835.00K,0.28%,VCB,Vietcombank
10/04/2022,"71,300","70,000","71,900","69,500",1.28M,0.99%,VCB,Vietcombank
10/03/2022,"70,600","73,500","73,800","70,300",894.90K,-3.55%,VCB,Vietcombank
09/30/2022,"73,200","73,200","74,300","72,400",1.26M,-1.08%,VCB,Vietcombank
09/29/2022,"74,000","76,000","76,000","74,000",587.80K,-1.33%,VCB,Vietcombank
09/28/2022,"75,000","74,000","75,000","73,800",587.70K,0.94%,VCB,Vietcombank
09/27/2022,"74,300","76,000","76,000","74,200",653.40K,-0.93%,VCB,Vietcombank
09/26/2022,"75,000","75,100","77,000","74,100",1.26M,-1.19%,VCB,Vietcombank
09/23/2022,"75,900","77,200","77,700","75,800",1.03M,-2.69%,VCB,Vietcombank
09/22/2022,"78,000","77,700","78,600","77,500",1.18M,-1.14%,VCB,Vietcombank
09/21/2022,"78,900","79,300","79,600","77,900",499.20K,-0.38%,VCB,Vietcombank
09/20/2022,"79,200","78,800","80,000","78,600",521.20K,0.51%,VCB,Vietcombank
09/19/2022,"78,800","79,000","80,200","78,000",938.50K,-1.50%,VCB,Vietcombank
09/16/2022,"80,000","79,300","80,000","78,500",1.52M,1.01%,VCB,Vietcombank
09/15/2022,"79,200","78,500","79,300","78,100",611.90K,1.15%,VCB,Vietcombank
09/14/2022,"78,300","77,200","79,500","77,000",1.09M,-0.38%,VCB,Vietcombank
09/13/2022,"78,600","79,400","79,400","78,600",1.19M,-0.63%,VCB,Vietcombank
09/12/2022,"79,100","79,600","79,700","78,800",700.80K,0.38%,VCB,Vietcombank
09/09/2022,"78,800","78,500","79,300","78,200",1.03M,1.03%,VCB,Vietcombank
09/08/2022,"78,000","80,900","80,900","78,000",1.07M,-2.50%,VCB,Vietcombank
09/07/2022,"80,000","82,000","82,500","79,800",2.29M,-3.26%,VCB,Vietcombank
09/06/2022,"82,700","82,600","84,000","82,100",1.03M,0.12%,VCB,Vietcombank
09/05/2022,"82,600","84,000","84,300","82,500",1.55M,-1.67%,VCB,Vietcombank
08/31/2022,"84,000","86,000","86,500","84,000",1.06M,-2.33%,VCB,Vietcombank
08/30/2022,"86,000","82,500","86,000","82,500",2.50M,4.24%,VCB,Vietcombank
08/29/2022,"82,500","81,400","82,500","80,900",951.50K,0.00%,VCB,Vietcombank
08/26/2022,"82,500","82,000","83,700","82,000",1.56M,0.61%,VCB,Vietcombank
08/25/2022,"82,000","82,200","82,200","81,300",538.80K,0.00%,VCB,Vietcombank
08/24/2022,"82,000","81,200","82,900","80,300",1.08M,2.24%,VCB,Vietcombank
08/23/2022,"80,200","80,000","81,300","79,900",648.00K,0.25%,VCB,Vietcombank
08/22/2022,"80,000","80,100","81,500","80,000",525.80K,-1.11%,VCB,Vietcombank
08/19/2022,"80,900","80,600","82,000","80,600",1.15M,-0.74%,VCB,Vietcombank
08/18/2022,"81,500","81,300","82,000","81,200",1.57M,0.00%,VCB,Vietcombank
08/17/2022,"81,500","81,200","81,700","81,200",764.00K,0.00%,VCB,Vietcombank
08/16/2022,"81,500","82,000","82,000","81,100",687.10K,-0.37%,VCB,Vietcombank
08/15/2022,"81,800","82,000","82,300","81,700",1.26M,0.25%,VCB,Vietcombank
08/12/2022,"81,600","81,500","81,900","80,900",1.25M,0.12%,VCB,Vietcombank
08/11/2022,"81,500","81,300","82,000","80,600",1.17M,1.24%,VCB,Vietcombank
08/10/2022,"80,500","80,100","81,000","80,100",507.50K,-0.37%,VCB,Vietcombank
08/09/2022,"80,800","82,000","82,000","79,900",1.22M,-1.46%,VCB,Vietcombank
08/08/2022,"82,000","82,000","82,500","81,900",915.00K,0.00%,VCB,Vietcombank
08/05/2022,"82,000","82,000","82,400","81,100",1.40M,-0.61%,VCB,Vietcombank
08/04/2022,"82,500","79,500","82,500","79,400",2.26M,3.77%,VCB,Vietcombank
08/03/2022,"79,500","78,300","79,500","78,000",1.01M,0.76%,VCB,Vietcombank
08/02/2022,"78,900","77,000","79,200","76,000",1.78M,2.47%,VCB,Vietcombank
08/01/2022,"77,000","74,700","77,000","74,400",1.58M,3.08%,VCB,Vietcombank
07/29/2022,"74,700","75,400","75,500","74,700",1.18M,-0.80%,VCB,Vietcombank
07/28/2022,"75,300","75,400","75,600","74,800",1.16M,0.40%,VCB,Vietcombank
07/27/2022,"75,000","74,000","75,000","73,700",1.26M,1.49%,VCB,Vietcombank
07/26/2022,"73,900","73,200","74,400","73,200",1.12M,1.37%,VCB,Vietcombank
07/25/2022,"72,900","72,400","73,200","72,000",962.70K,0.55%,VCB,Vietcombank
07/22/2022,"72,500","72,100","72,700","72,000",1.01M,0.00%,VCB,Vietcombank
07/21/2022,"72,500","72,500","72,900","72,100",1.16M,0.00%,VCB,Vietcombank
07/20/2022,"72,500","71,600","72,500","71,600",544.90K,1.68%,VCB,Vietcombank
07/19/2022,"71,300","72,000","72,100","71,100",812.10K,-0.97%,VCB,Vietcombank
07/18/2022,"72,000","72,500","72,900","72,000",391.40K,-0.41%,VCB,Vietcombank
07/15/2022,"72,300","72,100","73,500","72,100",597.50K,-0.14%,VCB,Vietcombank
07/14/2022,"72,400","71,800","72,800","71,600",329.40K,0.84%,VCB,Vietcombank
07/13/2022,"71,800","71,800","73,400","71,400",1.38M,-0.14%,VCB,Vietcombank
07/12/2022,"71,900","72,100","72,600","71,700",811.50K,-0.14%,VCB,Vietcombank
07/11/2022,"72,000","73,300","73,500","72,000",660.80K,-2.70%,VCB,Vietcombank
07/08/2022,"74,000","74,900","75,000","73,900",761.00K,-1.99%,VCB,Vietcombank
07/07/2022,"75,500","72,700","75,500","71,700",1.26M,3.71%,VCB,Vietcombank
07/06/2022,"72,800","73,700","73,900","68,900",1.55M,-1.62%,VCB,Vietcombank
07/05/2022,"74,000","74,900","74,900","73,600",1.06M,-0.13%,VCB,Vietcombank
07/04/2022,"74,100","74,900","75,200","73,900",746.20K,0.14%,VCB,Vietcombank
07/01/2022,"74,000","74,500","75,000","72,900",1.38M,-1.07%,VCB,Vietcombank
06/30/2022,"74,800","75,500","76,000","74,800",678.40K,-0.93%,VCB,Vietcombank
06/29/2022,"75,500","75,800","75,900","75,300",847.50K,-1.05%,VCB,Vietcombank
06/28/2022,"76,300","75,000","77,000","74,800",1.10M,1.87%,VCB,Vietcombank
06/27/2022,"74,900","75,500","76,000","74,800",862.50K,-0.13%,VCB,Vietcombank
06/24/2022,"75,000","76,200","76,300","74,600",648.60K,-1.19%,VCB,Vietcombank
06/23/2022,"75,900","75,100","76,700","74,900",590.20K,-0.13%,VCB,Vietcombank
06/22/2022,"76,000","77,900","78,000","75,000",1.07M,-2.19%,VCB,Vietcombank
06/21/2022,"77,700","76,000","77,700","75,200",937.10K,2.24%,VCB,Vietcombank
06/20/2022,"76,000","79,500","79,500","75,300",1.09M,-0.13%,VCB,Vietcombank
06/17/2022,"76,100","77,000","78,300","76,100",1.05M,-3.79%,VCB,Vietcombank
06/16/2022,"79,100","76,700","80,000","76,500",1.21M,3.40%,VCB,Vietcombank
06/15/2022,"76,500","77,400","78,300","75,300",1.24M,-0.65%,VCB,Vietcombank
06/14/2022,"77,000","75,500","78,100","74,000",1.07M,0.79%,VCB,Vietcombank
06/13/2022,"76,400","77,000","77,000","74,100",1.11M,-1.67%,VCB,Vietcombank
06/10/2022,"77,700","77,800","79,000","77,400",390.90K,-0.13%,VCB,Vietcombank
06/09/2022,"77,800","79,000","79,900","77,700",1.07M,-1.77%,VCB,Vietcombank
06/08/2022,"79,200","81,000","81,000","78,800",1.16M,-2.22%,VCB,Vietcombank
06/07/2022,"81,000","79,000","82,000","78,100",933.00K,1.63%,VCB,Vietcombank
06/06/2022,"79,700","77,500","80,000","75,100",880.50K,2.84%,VCB,Vietcombank
06/03/2022,"77,500","78,400","79,500","76,400",527.80K,-1.90%,VCB,Vietcombank
06/02/2022,"79,000","80,800","80,800","79,000",641.40K,-1.86%,VCB,Vietcombank
06/01/2022,"80,500","79,000","80,500","79,000",798.80K,2.03%,VCB,Vietcombank
05/31/2022,"78,900","78,900","78,900","78,000",483.70K,1.15%,VCB,Vietcombank
05/30/2022,"78,000","77,400","81,000","76,400",1.33M,0.78%,VCB,Vietcombank
05/27/2022,"77,400","76,700","77,400","76,300",892.00K,0.91%,VCB,Vietcombank
05/26/2022,"76,700","77,000","77,100","76,000",978.90K,-0.39%,VCB,Vietcombank
05/25/2022,"77,000","76,000","77,000","74,800",817.00K,1.85%,VCB,Vietcombank
05/24/2022,"75,600","74,900","75,700","74,300",898.70K,1.61%,VCB,Vietcombank
05/23/2022,"74,400","75,600","75,600","73,600",631.60K,-1.20%,VCB,Vietcombank
05/20/2022,"75,300","75,100","76,500","75,000",661.80K,-0.92%,VCB,Vietcombank
05/19/2022,"76,000","75,000","76,700","74,800",575.80K,0.80%,VCB,Vietcombank
05/18/2022,"75,400","77,000","77,000","75,000",881.00K,-0.79%,VCB,Vietcombank
05/17/2022,"76,000","74,200","77,000","73,100",2.26M,2.43%,VCB,Vietcombank
05/16/2022,"74,200","75,500","76,400","74,000",1.56M,1.64%,VCB,Vietcombank
05/13/2022,"73,000","77,000","78,000","73,000",1.96M,-5.19%,VCB,Vietcombank
05/12/2022,"77,000","79,000","79,900","77,000",972.30K,-3.75%,VCB,Vietcombank
05/11/2022,"80,000","80,000","80,300","79,000",931.30K,0.00%,VCB,Vietcombank
05/10/2022,"80,000","77,100","80,000","77,100",926.00K,2.70%,VCB,Vietcombank
05/09/2022,"77,900","78,800","80,400","77,800",1.67M,-1.89%,VCB,Vietcombank
05/06/2022,"79,400","79,700","81,200","79,400",775.90K,-1.98%,VCB,Vietcombank
05/05/2022,"81,000","80,500","81,500","79,600",1.02M,1.38%,VCB,Vietcombank
05/04/2022,"79,900","80,900","81,000","79,000",892.60K,-1.24%,VCB,Vietcombank
04/29/2022,"80,900","81,400","82,300","80,000",1.26M,-0.74%,VCB,Vietcombank
04/28/2022,"81,500","81,500","81,600","79,500",564.10K,0.00%,VCB,Vietcombank
04/27/2022,"81,500","79,900","82,000","78,200",1.43M,1.24%,VCB,Vietcombank
04/26/2022,"80,500","79,000","80,500","79,000",1.91M,-1.59%,VCB,Vietcombank
04/25/2022,"81,800","82,200","83,000","77,000",2.48M,-0.49%,VCB,Vietcombank
04/22/2022,"82,200","79,100","82,600","79,100",2.78M,4.85%,VCB,Vietcombank
04/21/2022,"78,400","78,400","79,200","78,200",2.18M,0.00%,VCB,Vietcombank
04/20/2022,"78,400","78,000","78,900","77,700",904.60K,0.90%,VCB,Vietcombank
04/19/2022,"77,700","77,800","78,500","77,600",1.00M,0.00%,VCB,Vietcombank
04/18/2022,"77,700","80,000","80,200","77,600",1.24M,-3.12%,VCB,Vietcombank
04/15/2022,"80,200","81,200","81,500","80,200",894.80K,-0.99%,VCB,Vietcombank
04/14/2022,"81,000","82,400","82,900","81,000",1.15M,-1.70%,VCB,Vietcombank
04/13/2022,"82,400","83,000","83,100","82,000",850.70K,0.00%,VCB,Vietcombank
04/12/2022,"82,400","83,000","83,200","81,600",841.30K,-0.72%,VCB,Vietcombank
04/08/2022,"83,000","83,900","83,900","82,900",788.20K,0.00%,VCB,Vietcombank
04/07/2022,"83,000","84,900","85,200","83,000",928.00K,-1.89%,VCB,Vietcombank
04/06/2022,"84,600","82,900","85,000","81,700",2.01M,1.93%,VCB,Vietcombank
04/05/2022,"83,000","82,800","83,200","82,600",526.10K,0.48%,VCB,Vietcombank
04/04/2022,"82,600","83,200","84,100","82,600",712.00K,-0.24%,VCB,Vietcombank
04/01/2022,"82,800","82,100","83,600","81,100",900.30K,0.85%,VCB,Vietcombank
03/31/2022,"82,100","82,000","82,600","82,000",492.40K,0.12%,VCB,Vietcombank
03/30/2022,"82,000","81,800","83,500","81,500",913.90K,0.12%,VCB,Vietcombank
03/29/2022,"81,900","82,400","83,000","81,600",1.02M,-0.61%,VCB,Vietcombank
03/28/2022,"82,400","83,000","83,000","82,000",725.40K,-0.12%,VCB,Vietcombank
03/25/2022,"82,500","84,000","84,000","82,000",1.14M,-1.20%,VCB,Vietcombank
03/24/2022,"83,500","84,900","84,900","83,500",570.20K,-1.65%,VCB,Vietcombank
03/23/2022,"84,900","84,900","85,600","84,900",966.60K,0.00%,VCB,Vietcombank
03/22/2022,"84,900","84,900","85,500","84,900",775.10K,0.00%,VCB,Vietcombank
03/21/2022,"84,900","84,200","85,500","84,000",933.90K,0.83%,VCB,Vietcombank
03/18/2022,"84,200","83,100","85,200","82,900",1.41M,1.45%,VCB,Vietcombank
03/17/2022,"83,000","83,000","83,500","82,700",1.22M,0.61%,VCB,Vietcombank
03/16/2022,"82,500","81,300","83,200","81,300",1.00M,1.73%,VCB,Vietcombank
03/15/2022,"81,100","84,000","84,100","81,000",2.39M,-3.68%,VCB,Vietcombank
03/14/2022,"84,200","83,300","84,200","83,200",1.44M,0.48%,VCB,Vietcombank
03/11/2022,"83,800","83,700","83,900","83,000",876.10K,0.36%,VCB,Vietcombank
03/10/2022,"83,500","83,000","83,700","82,900",1.15M,0.60%,VCB,Vietcombank
03/09/2022,"83,000","81,800","83,100","81,700",1.33M,1.84%,VCB,Vietcombank
03/08/2022,"81,500","83,800","84,500","81,500",2.94M,-4.00%,VCB,Vietcombank
03/07/2022,"84,900","84,300","84,900","83,900",1.00M,0.00%,VCB,Vietcombank
03/04/2022,"84,900","85,200","85,500","84,800",1.06M,-0.70%,VCB,Vietcombank
03/03/2022,"85,500","85,000","85,500","84,700",1.05M,0.59%,VCB,Vietcombank
03/02/2022,"85,000","85,600","85,600","84,200",1.66M,0.00%,VCB,Vietcombank
03/01/2022,"85,000","84,500","85,400","84,100",1.30M,0.59%,VCB,Vietcombank
02/28/2022,"84,500","85,100","85,100","84,400",1.32M,-0.71%,VCB,Vietcombank
02/25/2022,"85,100","85,300","85,900","85,000",1.62M,-0.23%,VCB,Vietcombank
02/24/2022,"85,300","86,700","86,800","85,000",2.08M,-1.84%,VCB,Vietcombank
02/23/2022,"86,900","87,000","87,000","85,800",986.30K,0.12%,VCB,Vietcombank
02/22/2022,"86,800","87,000","87,000","85,000",1.54M,-0.69%,VCB,Vietcombank
02/21/2022,"87,400","86,600","87,600","86,600",1.02M,0.23%,VCB,Vietcombank
02/18/2022,"87,200","86,400","87,500","86,400",1.07M,-0.34%,VCB,Vietcombank
02/17/2022,"87,500","87,000","87,700","86,800",1.43M,0.57%,VCB,Vietcombank
02/16/2022,"87,000","87,500","87,900","86,400",1.29M,0.00%,VCB,Vietcombank
02/15/2022,"87,000","86,000","88,300","83,800",2.45M,1.16%,VCB,Vietcombank
02/14/2022,"86,000","88,100","88,800","86,000",3.63M,-4.44%,VCB,Vietcombank
02/11/2022,"90,000","91,300","91,600","90,000",1.16M,-1.42%,VCB,Vietcombank
02/10/2022,"91,300","91,100","93,400","91,000",1.83M,0.55%,VCB,Vietcombank
02/09/2022,"90,800","91,200","91,900","90,300",1.58M,-1.30%,VCB,Vietcombank
02/08/2022,"92,000","92,400","92,400","90,100",1.15M,-0.43%,VCB,Vietcombank
02/07/2022,"92,400","90,600","92,900","89,500",1.62M,3.82%,VCB,Vietcombank
01/28/2022,"89,000","91,000","92,000","89,000",2.06M,-2.20%,VCB,Vietcombank
01/27/2022,"91,000","93,000","94,500","90,400",1.73M,-3.70%,VCB,Vietcombank
01/26/2022,"94,500","95,800","95,800","92,600",2.52M,-1.36%,VCB,Vietcombank
01/25/2022,"95,800","92,500","96,000","89,000",2.40M,3.01%,VCB,Vietcombank
01/24/2022,"93,000","89,400","93,500","88,200",2.73M,4.26%,VCB,Vietcombank
01/21/2022,"89,200","86,900","90,000","86,100",2.50M,2.41%,VCB,Vietcombank
01/20/2022,"87,100","85,200","87,500","83,100",2.79M,0.35%,VCB,Vietcombank
01/19/2022,"86,800","87,500","87,500","85,000",914.80K,-0.91%,VCB,Vietcombank
01/18/2022,"87,600","85,500","87,600","84,000",1.70M,1.62%,VCB,Vietcombank
01/17/2022,"86,200","83,000","88,000","82,300",2.63M,3.36%,VCB,Vietcombank
01/14/2022,"83,400","81,900","83,400","81,000",1.52M,1.83%,VCB,Vietcombank
01/13/2022,"81,900","80,500","84,400","80,200",2.53M,2.38%,VCB,Vietcombank
01/12/2022,"80,000","79,400","80,000","78,000",1.80M,0.76%,VCB,Vietcombank
01/11/2022,"79,400","80,000","80,000","78,500",952.70K,-0.13%,VCB,Vietcombank
01/10/2022,"79,500","79,700","79,900","78,500",1.10M,-0.38%,VCB,Vietcombank
01/07/2022,"79,800","79,600","79,900","78,200",966.20K,0.88%,VCB,Vietcombank
01/06/2022,"79,100","78,600","79,900","77,900",1.22M,1.41%,VCB,Vietcombank
